"filename", "language", "JavaScript", "Vue", "CSS", "JSON", "HTML", "YAML", "Markdown", "PHP", "Java", "comment", "blank", "total"
"/Users/congzheng/Desktop/OMS_WEB/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 25, 89
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/FailureReportNew/connectConfig.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 4, 0, 8, 4, 16
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/FailureReportNew/failures.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 110, 0, 13, 4, 127
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/FailureReportNew/failuresNew.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 26, 0, 5, 3, 34
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/FailureReportNew/fdes.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 156, 0, 16, 30, 202
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/FailureReportNew/fdesNew.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 20, 0, 5, 3, 28
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/FailureReportNew/postFimCodeForURL.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 18, 0, 9, 10, 37
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/GroundTestNew/connect.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 14, 0, 7, 2, 23
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/GroundTestNew/getAllAtaEquiTests.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 30, 0, 8, 10, 48
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/GroundTestNew/getCurrentTests.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 44, 0, 5, 19, 68
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/GroundTestNew/groundTestOrders.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 16, 0, 14, 8, 38
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/NVM/resetStatus.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 6, 4, 44
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/NVM/retrievalStatus.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 34, 0, 6, 4, 44
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/centralMaintenance/extendedFunctions/timeCycleStatus.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 32, 0, 6, 4, 42
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/eventLog/eventLogDisplay.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 29, 0, 7, 3, 39
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/eventLog/eventLogParameterDisplay.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 27, 0, 7, 4, 38
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerDisplay/connectConfig.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 4, 0, 8, 4, 16
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerDisplay/getDataInTime.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 58, 0, 7, 27, 92
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerDisplay/getParaList.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 33, 0, 4, 6, 43
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerDisplay/getRawInTime.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 32, 0, 3, 9, 44
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerDisplay/getUnitInTime.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 21, 0, 11, 17, 49
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerDisplay/listDelete.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 5, 17, 60
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerDisplay/paramerList.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 66, 0, 1, 8, 75
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerDisplay/saveSelection.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 38, 0, 3, 11, 52
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/conditionMonitoring/paramerLinesDisplay/paramerShowDynamic.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 26, 0, 5, 9, 40
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/config/connectConfig.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 4, 0, 3, 4, 11
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/utils/Main.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 5, 69, 9, 83
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/utils/ReturnJson.java", "Java", 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 14
"/Users/congzheng/Desktop/OMS_WEB/back_end/php/utils/util.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 65, 0, 7, 7, 79
"/Users/congzheng/Desktop/OMS_WEB/front_end/.postcssrc.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 11
"/Users/congzheng/Desktop/OMS_WEB/front_end/build/build.js", "JavaScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49
"/Users/congzheng/Desktop/OMS_WEB/front_end/build/check-versions.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 55
"/Users/congzheng/Desktop/OMS_WEB/front_end/build/utils.js", "JavaScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17, 102
"/Users/congzheng/Desktop/OMS_WEB/front_end/build/vue-loader.conf.js", "JavaScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/congzheng/Desktop/OMS_WEB/front_end/build/webpack.base.conf.js", "JavaScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 84
"/Users/congzheng/Desktop/OMS_WEB/front_end/build/webpack.dev.conf.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 0, 0, 12, 7, 97
"/Users/congzheng/Desktop/OMS_WEB/front_end/build/webpack.prod.conf.js", "JavaScript", 114, 0, 0, 0, 0, 0, 0, 0, 0, 24, 8, 146
"/Users/congzheng/Desktop/OMS_WEB/front_end/config/dev.env.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/congzheng/Desktop/OMS_WEB/front_end/config/index.js", "JavaScript", 29, 0, 0, 0, 0, 0, 0, 0, 0, 25, 16, 70
"/Users/congzheng/Desktop/OMS_WEB/front_end/config/prod.env.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/index.html", "HTML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 1, 14
"/Users/congzheng/Desktop/OMS_WEB/front_end/package-lock.json", "JSON", 0, 0, 0, 14730, 0, 0, 0, 0, 0, 0, 1, 14731
"/Users/congzheng/Desktop/OMS_WEB/front_end/package.json", "JSON", 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 1, 67
"/Users/congzheng/Desktop/OMS_WEB/front_end/pnpm-lock.yaml", "YAML", 0, 0, 0, 0, 0, 6087, 0, 0, 0, 0, 919, 7006
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/App.vue", "Vue", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 7, 62
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/api/CentralMaintenceHttp.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 25
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/api/ConditionMonitoringHttp.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 25
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/components/Clock/index.vue", "Vue", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/components/Menus/index.vue", "Vue", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 5, 61
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/globals/enums.js", "JavaScript", 80, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 97
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/main.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 25
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/mixins/index.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 7
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/plugins/axios.js", "JavaScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 13
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/plugins/element-ui.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 11
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/plugins/vuex.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 11
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/router/index.js", "JavaScript", 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 25
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/router/modules/CentralMaintenance/index.js", "JavaScript", 130, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 135
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/router/modules/ConditionMonitoring/index.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 39
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/router/modules/DataLoad/index.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/router/modules/Utility/index.js", "JavaScript", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/services/centralMaintenance/extendedFunctions/index.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 25
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/services/centralMaintenance/failureReport/index.js", "JavaScript", 25, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 36
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/services/centralMaintenance/groundTest/index.js", "JavaScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 45
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/services/conditionMonitoring/parameterDisplay/index.js", "JavaScript", 64, 0, 0, 0, 0, 0, 0, 0, 0, 7, 17, 88
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/store/index.js", "JavaScript", 13, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/store/modules/centralMaintenance/failureList.js", "JavaScript", 51, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 81
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/store/modules/centralMaintenance/groundTestList.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 14, 15, 74
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/store/modules/centralMaintenance/websocketVuex.js", "JavaScript", 74, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 93
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/styles/A661Style.css", "CSS", 0, 0, 427, 0, 0, 0, 0, 0, 0, 22, 168, 617
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/utils/http.js", "JavaScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 57
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/utils/utils.js", "JavaScript", 41, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 81
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/CentralMaintenance.vue", "Vue", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 9, 106
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/Configuration/ConfigurationDisplay.vue", "Vue", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 15, 112
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/Configuration/ConfigurationSelection.vue", "Vue", 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 12, 115
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/Configuration/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/ExtendedFunctionsDefaultPage.vue", "Vue", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 9, 88
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/EngineBalance.vue", "Vue", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/LegPhaseOperation.vue", "Vue", 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 12, 166
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/OtherFunctions.vue", "Vue", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/TimeCycles/TimeCyclesDefaultPage.vue", "Vue", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 7, 100
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/ExtendedFunctions/modules/TimeCycles/TimeCyclesSelect.vue", "Vue", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 17, 146
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportDefaultPage.vue", "Vue", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 20, 214
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/ExistingFDE.vue", "Vue", 0, 286, 0, 0, 0, 0, 0, 0, 0, 1, 43, 330
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/ExistingFailure.vue", "Vue", 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 7, 198
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/FailureHistory.vue", "Vue", 0, 404, 0, 0, 0, 0, 0, 0, 0, 0, 31, 435
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/FailureReportRadios/InBoundLegFDE.vue", "Vue", 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 16, 242
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresDetails.vue", "Vue", 0, 248, 0, 0, 0, 0, 0, 0, 0, 2, 26, 276
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresRadios/FlightDeckEffects.vue", "Vue", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 11, 96
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresRadios/Notes.vue", "Vue", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 10, 71
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresRadios/Parameters.vue", "Vue", 0, 89, 0, 0, 0, 0, 0, 0, 0, 0, 12, 101
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/SelectFailuresRadios/RootCause.vue", "Vue", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 10, 73
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/FailureReport/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestInteractiveTestPage.vue", "Vue", 0, 232, 0, 0, 0, 0, 0, 0, 0, 0, 34, 266
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestSelectTestNewPage.vue", "Vue", 0, 267, 0, 0, 0, 0, 0, 0, 0, 0, 41, 308
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestTestListPage.vue", "Vue", 0, 266, 0, 0, 0, 0, 0, 0, 0, 14, 36, 316
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestThreeTestsPage.vue", "Vue", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 15, 141
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/GroundTestViewDetailPage.vue", "Vue", 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 21, 208
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/GroundTest/index.vue", "Vue", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 8, 33
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/NVMData/NVMDataDefaultPage.vue", "Vue", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 11, 149
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/NVMData/NVMDataManagementPage.vue", "Vue", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 16, 167
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/CentralMaintenance/NVMData/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ConditionMonitoring.vue", "Vue", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/EventMonitoring/EventMonitoring.vue", "Vue", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/ParamFlightShow.vue", "Vue", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 16, 155
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA29.vue", "Vue", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 16, 163
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA32_BRAKE.vue", "Vue", 0, 449, 0, 0, 0, 0, 0, 0, 0, 3, 41, 493
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamGraphicDisplay/components/ATA32_LG.vue", "Vue", 0, 162, 0, 0, 0, 0, 0, 0, 0, 0, 24, 186
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParamListDisplay/ParamListDisplay.vue", "Vue", 0, 403, 0, 0, 0, 0, 0, 0, 0, 0, 50, 453
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/ParameterSelect.vue", "Vue", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 9, 85
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/RawDataDisplay/RawDataDisplay.vue", "Vue", 0, 309, 0, 0, 0, 0, 0, 0, 0, 0, 23, 332
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/StartView.vue", "Vue", 0, 593, 0, 0, 0, 0, 0, 0, 0, 1, 98, 692
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterDisplay/index.vue", "Vue", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/ConditionMonitoring/ParameterRecording/ParameterRecording.vue", "Vue", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/DataLoad/DataLoad.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/Users/congzheng/Desktop/OMS_WEB/front_end/src/views/Utility/Utility.vue", "Vue", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/Users/congzheng/Desktop/OMS_WEB/front_end/vue.config.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"Total", "-", 1239, 6550, 427, 14796, 11, 6087, 64, 979, 19, 488, 2384, 33044